sentence,source_text,true_value,label,suite,variant,source_index,template,action,slots_json,nature_score,nature_score_norm,nature_group,error
"During the storm, a caretaker kept restoring the woodland.","During the storm, a caretaker kept restoring the woodland.",nature,nature,,base,585,"During the storm, {agent} kept {action} {patient}.",restoring,"{""action"": ""restoring"", ""agent"": ""a caretaker"", ""patient"": ""the woodland"", ""sample_index"": 585}",98.0,0.98,forest,
A ranger was preserving the woodland at sunrise.,A ranger was preserving the woodland at sunrise.,nature,nature,,base,586,{agent} was {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""place"": ""at sunrise"", ""sample_index"": 586}",98.0,0.98,forest,
Everyone noticed a ranger safeguarding the woods by the river.,Everyone noticed a ranger safeguarding the woods by the river.,nature,nature,,base,587,Everyone noticed {agent} {action} {patient} {place}.,safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a ranger"", ""patient"": ""the woods"", ""place"": ""by the river"", ""sample_index"": 587}",98.0,0.98,forest,
"During the storm, a local student kept restoring the natural habitat.","During the storm, a local student kept restoring the natural habitat.",nature,nature,,base,588,"During the storm, {agent} kept {action} {patient}.",restoring,"{""action"": ""restoring"", ""agent"": ""a local student"", ""patient"": ""the natural habitat"", ""sample_index"": 588}",98.0,0.98,forest,
People praised a local student for healing the forest by the river.,People praised a local student for healing the forest by the river.,nature,nature,,base,589,People praised {agent} for {action} {patient} {place}.,healing,"{""action"": ""healing"", ""agent"": ""a local student"", ""patient"": ""the forest"", ""place"": ""by the river"", ""sample_index"": 589}",98.0,0.98,forest,
Everyone noticed the community team preserving the forest after the rain.,Everyone noticed the community team preserving the forest after the rain.,nature,nature,,base,590,Everyone noticed {agent} {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""the community team"", ""patient"": ""the forest"", ""place"": ""after the rain"", ""sample_index"": 590}",98.0,0.98,forest,
"During the storm, a ranger kept safeguarding the woodland.","During the storm, a ranger kept safeguarding the woodland.",nature,nature,,base,591,"During the storm, {agent} kept {action} {patient}.",safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""sample_index"": 591}",98.0,0.98,forest,
"During the storm, a ranger kept tending the natural habitat.","During the storm, a ranger kept tending the natural habitat.",nature,nature,,base,592,"During the storm, {agent} kept {action} {patient}.",tending,"{""action"": ""tending"", ""agent"": ""a ranger"", ""patient"": ""the natural habitat"", ""sample_index"": 592}",98.0,0.98,forest,
People praised the community team for cleaning up the woods at sunrise.,People praised the community team for cleaning up the woods at sunrise.,nature,nature,,base,593,People praised {agent} for {action} {patient} {place}.,cleaning up,"{""action"": ""cleaning up"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""place"": ""at sunrise"", ""sample_index"": 593}",98.0,0.98,forest,
It was clear that a caretaker spent the day restoring the woodland.,It was clear that a caretaker spent the day restoring the woodland.,nature,nature,,base,594,It was clear that {agent} spent the day {action} {patient}.,restoring,"{""action"": ""restoring"", ""agent"": ""a caretaker"", ""patient"": ""the woodland"", ""sample_index"": 594}",98.0,0.98,forest,
"During the storm, a volunteer kept nurturing the forest.","During the storm, a volunteer kept nurturing the forest.",nature,nature,,base,595,"During the storm, {agent} kept {action} {patient}.",nurturing,"{""action"": ""nurturing"", ""agent"": ""a volunteer"", ""patient"": ""the forest"", ""sample_index"": 595}",98.0,0.98,forest,
"During the storm, a caretaker kept restoring the grove.","During the storm, a caretaker kept restoring the grove.",nature,nature,,base,596,"During the storm, {agent} kept {action} {patient}.",restoring,"{""action"": ""restoring"", ""agent"": ""a caretaker"", ""patient"": ""the grove"", ""sample_index"": 596}",98.0,0.98,forest,
"During the storm, a ranger kept nurturing the woodland.","During the storm, a ranger kept nurturing the woodland.",nature,nature,,base,597,"During the storm, {agent} kept {action} {patient}.",nurturing,"{""action"": ""nurturing"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""sample_index"": 597}",98.0,0.98,forest,
It was clear that a local student spent the day nurturing the natural habitat.,It was clear that a local student spent the day nurturing the natural habitat.,nature,nature,,base,598,It was clear that {agent} spent the day {action} {patient}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a local student"", ""patient"": ""the natural habitat"", ""sample_index"": 598}",98.0,0.98,forest,
"During the storm, a ranger kept cleaning up the woods.","During the storm, a ranger kept cleaning up the woods.",nature,nature,,base,599,"During the storm, {agent} kept {action} {patient}.",cleaning up,"{""action"": ""cleaning up"", ""agent"": ""a ranger"", ""patient"": ""the woods"", ""sample_index"": 599}",92.0,0.92,forest,
A local student was nurturing the woodland after the rain.,A local student was nurturing the woodland after the rain.,nature,nature,,base,600,{agent} was {action} {patient} {place}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a local student"", ""patient"": ""the woodland"", ""place"": ""after the rain"", ""sample_index"": 600}",93.0,0.93,forest,
Everyone noticed a local student tending the woodland at sunrise.,Everyone noticed a local student tending the woodland at sunrise.,nature,nature,,base,601,Everyone noticed {agent} {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""a local student"", ""patient"": ""the woodland"", ""place"": ""at sunrise"", ""sample_index"": 601}",92.0,0.92,forest,
Everyone noticed a caretaker restoring the natural habitat near the trail.,Everyone noticed a caretaker restoring the natural habitat near the trail.,nature,nature,,base,602,Everyone noticed {agent} {action} {patient} {place}.,restoring,"{""action"": ""restoring"", ""agent"": ""a caretaker"", ""patient"": ""the natural habitat"", ""place"": ""near the trail"", ""sample_index"": 602}",98.0,0.98,forest,
Everyone noticed a volunteer watching over the grove on the hillside.,Everyone noticed a volunteer watching over the grove on the hillside.,nature,nature,,base,603,Everyone noticed {agent} {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a volunteer"", ""patient"": ""the grove"", ""place"": ""on the hillside"", ""sample_index"": 603}",92.0,0.92,forest,
"During the storm, the community team kept nurturing the woods.","During the storm, the community team kept nurturing the woods.",nature,nature,,base,604,"During the storm, {agent} kept {action} {patient}.",nurturing,"{""action"": ""nurturing"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""sample_index"": 604}",92.0,0.92,forest,
"During the storm, a caretaker kept safeguarding the grove.","During the storm, a caretaker kept safeguarding the grove.",nature,nature,,base,605,"During the storm, {agent} kept {action} {patient}.",safeguarding,"{""action"": ""safeguarding"", ""agent"": ""a caretaker"", ""patient"": ""the grove"", ""sample_index"": 605}",98.0,0.98,forest,
The community team was safeguarding the woods after the rain.,The community team was safeguarding the woods after the rain.,nature,nature,,base,606,{agent} was {action} {patient} {place}.,safeguarding,"{""action"": ""safeguarding"", ""agent"": ""the community team"", ""patient"": ""the woods"", ""place"": ""after the rain"", ""sample_index"": 606}",98.0,0.98,forest,
It was clear that the community team spent the day healing the forest.,It was clear that the community team spent the day healing the forest.,nature,nature,,base,607,It was clear that {agent} spent the day {action} {patient}.,healing,"{""action"": ""healing"", ""agent"": ""the community team"", ""patient"": ""the forest"", ""sample_index"": 607}",98.0,0.98,forest,
It was clear that a local student spent the day watching over the woodland.,It was clear that a local student spent the day watching over the woodland.,nature,nature,,base,608,It was clear that {agent} spent the day {action} {patient}.,watching over,"{""action"": ""watching over"", ""agent"": ""a local student"", ""patient"": ""the woodland"", ""sample_index"": 608}",98.0,0.98,forest,
"During the storm, a local student kept preserving the woods.","During the storm, a local student kept preserving the woods.",nature,nature,,base,609,"During the storm, {agent} kept {action} {patient}.",preserving,"{""action"": ""preserving"", ""agent"": ""a local student"", ""patient"": ""the woods"", ""sample_index"": 609}",92.0,0.92,forest,
It was clear that a caretaker spent the day nurturing the woods.,It was clear that a caretaker spent the day nurturing the woods.,nature,nature,,base,610,It was clear that {agent} spent the day {action} {patient}.,nurturing,"{""action"": ""nurturing"", ""agent"": ""a caretaker"", ""patient"": ""the woods"", ""sample_index"": 610}",98.0,0.98,forest,
"During the storm, a ranger kept tending the grove.","During the storm, a ranger kept tending the grove.",nature,nature,,base,611,"During the storm, {agent} kept {action} {patient}.",tending,"{""action"": ""tending"", ""agent"": ""a ranger"", ""patient"": ""the grove"", ""sample_index"": 611}",92.0,0.92,forest,
People praised a local student for watching over the natural habitat after the rain.,People praised a local student for watching over the natural habitat after the rain.,nature,nature,,base,612,People praised {agent} for {action} {patient} {place}.,watching over,"{""action"": ""watching over"", ""agent"": ""a local student"", ""patient"": ""the natural habitat"", ""place"": ""after the rain"", ""sample_index"": 612}",98.0,0.98,forest,
People praised a ranger for tending the woodland after the rain.,People praised a ranger for tending the woodland after the rain.,nature,nature,,base,613,People praised {agent} for {action} {patient} {place}.,tending,"{""action"": ""tending"", ""agent"": ""a ranger"", ""patient"": ""the woodland"", ""place"": ""after the rain"", ""sample_index"": 613}",93.0,0.93,forest,
A volunteer was preserving the woodland near the trail.,A volunteer was preserving the woodland near the trail.,nature,nature,,base,614,{agent} was {action} {patient} {place}.,preserving,"{""action"": ""preserving"", ""agent"": ""a volunteer"", ""patient"": ""the woodland"", ""place"": ""near the trail"", ""sample_index"": 614}",98.0,0.98,forest,
People praised a local student for protecting the woodland at sunrise.,People praised a local student for protecting the woodland at sunrise.,nature,nature,,base,615,People praised {agent} for {action} {patient} {place}.,protecting,"{""action"": ""protecting"", ""agent"": ""a local student"", ""patient"": ""the woodland"", ""place"": ""at sunrise"", ""sample_index"": 615}",98.0,0.98,forest,
